NOM_LOC;NOM_MUN;POBFEM;POBMAS;LONGITUD;LATITUD
Guie See [Colonia];El Espinal;*;*;" 95°02'29.760"" W";"16°26'24.133"" N"
Abraham Pineda Vera [Rancho];El Espinal;*;*;" 95°03'09.010"" W";"16°25'55.645"" N"
Huanacaxtle;El Espinal;*;*;" 95°02'40.217"" W";"16°25'48.545"" N"
Buena Vista [Rancho];El Espinal;*;*;" 94°59'28.110"" W";"16°29'44.851"" N"
Localidades de una vivienda;El Espinal;72;92;*;*
Localidades de dos viviendas;El Espinal;25;37;*;*
Total del Municipio;Tamazulápam del Espíritu Santo;3981;3204;*;*
Tamazulápam del Espíritu Santo;Tamazulápam del Espíritu Santo;1697;1323;" 96°03'54.382"" W";"17°03'15.969"" N"
Cuatro Palos;Tamazulápam del Espíritu Santo;203;187;" 96°00'00.953"" W";"17°03'06.249"" N"
El Duraznal;Tamazulápam del Espíritu Santo;93;78;" 95°59'06.508"" W";"17°04'27.754"" N"
Linda Vista;Tamazulápam del Espíritu Santo;363;332;" 95°59'48.905"" W";"17°01'23.099"" N"
Las Peñas;Tamazulápam del Espíritu Santo;221;157;" 96°01'36.450"" W";"16°59'50.222"" N"
Tierra Blanca;Tamazulápam del Espíritu Santo;418;307;" 96°02'50.429"" W";"17°01'37.169"" N"
Tierra Caliente;Tamazulápam del Espíritu Santo;116;100;" 96°06'47.545"" W";"17°04'07.585"" N"
San José Konkixp;Tamazulápam del Espíritu Santo;90;76;" 95°58'44.652"" W";"17°02'31.443"" N"
La Chuparrosa;Tamazulápam del Espíritu Santo;9;10;" 96°00'14.823"" W";"17°03'39.486"" N"
El Crucero;Tamazulápam del Espíritu Santo;40;21;" 96°01'59.136"" W";"17°01'10.509"" N"
Las Minas;Tamazulápam del Espíritu Santo;49;36;" 96°00'32.120"" W";"17°01'44.663"" N"
Patio del Agua (Nöj Töjaapj);Tamazulápam del Espíritu Santo;9;5;" 95°59'54.614"" W";"17°02'44.815"" N"
Piedra Arroba (Santa Cruz);Tamazulápam del Espíritu Santo;12;10;" 96°03'49.594"" W";"17°02'17.545"" N"
Taxtujk Nëë Këpajky;Tamazulápam del Espíritu Santo;13;11;" 96°03'31.048"" W";"17°04'00.089"" N"
Rancho Hormiga;Tamazulápam del Espíritu Santo;26;26;" 96°01'12.779"" W";"16°58'47.295"" N"
Maguey;Tamazulápam del Espíritu Santo;173;139;" 96°02'44.908"" W";"17°03'34.425"" N"
Rancho Pescado;Tamazulápam del Espíritu Santo;28;17;" 96°01'16.820"" W";"17°03'14.901"" N"
Rancho Salinas;Tamazulápam del Espíritu Santo;*;*;" 96°04'59.406"" W";"17°03'44.055"" N"
Rancho Subida;Tamazulápam del Espíritu Santo;31;29;" 96°01'48.142"" W";"17°01'02.186"" N"
Rancho Zopilote;Tamazulápam del Espíritu Santo;17;15;" 96°01'41.528"" W";"16°58'20.231"" N"
El Vivero;Tamazulápam del Espíritu Santo;35;26;" 96°03'43.258"" W";"17°03'38.720"" N"
El Mirador;Tamazulápam del Espíritu Santo;24;22;" 96°04'49.309"" W";"17°03'04.926"" N"
Piedra Larga;Tamazulápam del Espíritu Santo;69;45;" 96°03'48.461"" W";"17°03'06.677"" N"
Santa Rosa;Tamazulápam del Espíritu Santo;142;136;" 96°04'54.000"" W";"17°03'23.295"" N"
Caballo Blanco;Tamazulápam del Espíritu Santo;16;16;" 95°58'36.818"" W";"17°01'56.348"" N"
Maxantüam;Tamazulápam del Espíritu Santo;14;12;" 96°02'14.923"" W";"17°01'00.067"" N"
Llano Dormido;Tamazulápam del Espíritu Santo;21;29;" 96°03'25.441"" W";"17°02'49.007"" N"
Loma del Viento;Tamazulápam del Espíritu Santo;50;37;" 96°03'22.071"" W";"17°03'24.472"" N"
Localidades de una vivienda;Tamazulápam del Espíritu Santo;*;*;*;*
Total del Municipio;Fresnillo de Trujano;539;538;*;*
Fresnillo de Trujano;Fresnillo de Trujano;136;169;" 98°08'10.684"" W";"17°54'28.845"" N"
Ciruelos de Guaponcingo;Fresnillo de Trujano;260;259;" 98°07'55.919"" W";"17°56'37.593"" N"
Guamúchil de Guerrero o San Isidro;Fresnillo de Trujano;81;67;" 98°06'26.405"" W";"17°53'38.883"" N"
Barranca Honda;Fresnillo de Trujano;23;24;" 98°07'52.450"" W";"17°58'41.045"" N"
Las Flores;Fresnillo de Trujano;39;19;" 98°08'05.176"" W";"17°54'17.183"" N"
Total del Municipio;Guadalupe Etla;1532;1397;*;*
Guadalupe Etla;Guadalupe Etla;1070;947;" 96°48'38.072"" W";"17°10'17.893"" N"
La Capellanía;Guadalupe Etla;334;329;" 96°47'13.543"" W";"17°11'01.893"" N"
La Resurrección [Paraje];Guadalupe Etla;119;109;" 96°47'26.509"" W";"17°10'55.108"" N"
Santa Elena;Guadalupe Etla;9;12;" 96°48'27.700"" W";"17°11'01.700"" N"
Total del Municipio;Guadalupe de Ramírez;674;614;*;*
Guadalupe de Ramírez;Guadalupe de Ramírez;407;376;" 98°09'51.819"" W";"17°45'21.782"" N"
San Ildefonso Salinas;Guadalupe de Ramírez;238;204;" 98°12'11.880"" W";"17°45'49.809"" N"
Santa María Salinas;Guadalupe de Ramírez;29;34;" 98°11'59.506"" W";"17°44'55.117"" N"
Total del Municipio;Guelatao de Juárez;332;325;*;*
Guelatao de Juárez;Guelatao de Juárez;309;307;" 96°29'37.260"" W";"17°19'05.424"" N"
Llano de la Cheta;Guelatao de Juárez;*;*;" 96°30'05.706"" W";"17°18'57.078"" N"
Río Grande;Guelatao de Juárez;15;12;" 96°30'29.397"" W";"17°18'29.586"" N"
La Loma;Guelatao de Juárez;*;*;" 96°29'27.159"" W";"17°18'28.704"" N"
Localidades de una vivienda;Guelatao de Juárez;*;*;*;*
Localidades de dos viviendas;Guelatao de Juárez;*;*;*;*
Total del Municipio;Guevea de Humboldt;2771;2485;*;*
Guevea de Humboldt;Guevea de Humboldt;780;719;" 95°22'05.001"" W";"16°47'33.411"" N"
Guadalupe;Guevea de Humboldt;277;278;" 95°32'33.200"" W";"16°44'20.587"" N"
Santa Cruz Ojo de Agua;Guevea de Humboldt;215;175;" 95°21'38.048"" W";"16°48'11.850"" N"
Corral de Piedra;Guevea de Humboldt;67;57;" 95°24'34.000"" W";"16°46'53.000"" N"
Cuajinicuil;Guevea de Humboldt;131;118;" 95°24'55.564"" W";"16°49'07.834"" N"
La Cumbre;Guevea de Humboldt;148;133;" 95°24'02.623"" W";"16°48'57.686"" N"
Linda Vista;Guevea de Humboldt;68;65;" 95°27'38.981"" W";"16°50'04.776"" N"
Nueva Esperanza;Guevea de Humboldt;236;183;" 95°25'02.444"" W";"16°49'47.353"" N"
El Porvenir;Guevea de Humboldt;49;40;" 95°25'31.916"" W";"16°51'27.395"" N"
Progreso;Guevea de Humboldt;175;163;" 95°24'44.415"" W";"16°50'51.148"" N"
San Isidro;Guevea de Humboldt;8;8;" 95°21'35.418"" W";"16°50'35.239"" N"
Xadani;Guevea de Humboldt;225;200;" 95°24'43.237"" W";"16°50'14.799"" N"
Xicalpextle;Guevea de Humboldt;80;66;" 95°22'55.715"" W";"16°47'42.351"" N"
Guiedó;Guevea de Humboldt;18;13;" 95°21'20.666"" W";"16°48'36.977"" N"
Llano Coyolt;Guevea de Humboldt;1;3;" 95°21'51.520"" W";"16°51'49.082"" N"
Arroyo Obscuro;Guevea de Humboldt;*;*;" 95°21'29.760"" W";"16°48'42.577"" N"
Arroyo Naranjo;Guevea de Humboldt;*;*;" 95°24'23.255"" W";"16°47'40.602"" N"
Lachiburra;Guevea de Humboldt;*;*;" 95°22'56.232"" W";"16°45'45.450"" N"
Lagunas;Guevea de Humboldt;46;39;" 95°23'35.058"" W";"16°47'40.556"" N"
El Portillo;Guevea de Humboldt;184;166;" 95°21'24.836"" W";"16°47'17.187"" N"
Llano de Lumbre;Guevea de Humboldt;24;24;" 95°25'03.643"" W";"16°45'50.008"" N"
El Aserradero (Cerro Grito);Guevea de Humboldt;5;2;" 95°22'26.010"" W";"16°48'36.675"" N"
La Reforma;Guevea de Humboldt;20;13;" 95°24'40.710"" W";"16°49'02.724"" N"
Nizavia;Guevea de Humboldt;6;9;" 95°22'39.623"" W";"16°47'33.087"" N"
Localidades de una vivienda;Guevea de Humboldt;*;*;*;*
Localidades de dos viviendas;Guevea de Humboldt;7;8;*;*
Total del Municipio;Mesones Hidalgo;2373;2051;*;*
Mesones Hidalgo;Mesones Hidalgo;508;468;" 97°57'59.564"" W";"16°54'55.280"" N"
El Camalote;Mesones Hidalgo;57;56;" 97°58'53.884"" W";"16°56'09.277"" N"
San Isidro;Mesones Hidalgo;34;31;" 97°58'13.521"" W";"16°57'08.850"" N"
San José de las Flores;Mesones Hidalgo;353;281;" 98°02'48.454"" W";"16°54'47.136"" N"
Santa María de la Lima;Mesones Hidalgo;228;174;" 98°00'11.777"" W";"16°56'28.792"" N"
El Coyul;Mesones Hidalgo;79;62;" 98°00'45.884"" W";"16°54'15.377"" N"
Tierra Blanca;Mesones Hidalgo;31;20;" 97°57'41.019"" W";"16°55'10.564"" N"
Concepción las Mesas;Mesones Hidalgo;307;276;" 97°57'39.521"" W";"16°52'48.593"" N"
El Carmen Tuxtitlán;Mesones Hidalgo;87;80;" 97°59'13.628"" W";"16°56'59.016"" N"
Piedra de Casa;Mesones Hidalgo;104;103;" 97°57'13.068"" W";"16°56'48.009"" N"
Llano la Plaza;Mesones Hidalgo;61;44;" 97°56'58.600"" W";"16°55'15.416"" N"
Plan de Zaragoza;Mesones Hidalgo;56;45;" 98°01'29.584"" W";"16°54'57.554"" N"
La Soledad;Mesones Hidalgo;63;58;" 97°58'56.589"" W";"16°58'43.814"" N"
San José Pueblo Nuevo;Mesones Hidalgo;90;73;" 97°57'43.869"" W";"16°54'39.748"" N"
Llano Tigre;Mesones Hidalgo;8;8;" 98°01'38.374"" W";"16°53'46.940"" N"
La Parota;Mesones Hidalgo;8;8;" 98°01'09.923"" W";"16°54'09.769"" N"
Piedra Bola;Mesones Hidalgo;36;45;" 97°58'12.565"" W";"16°55'20.704"" N"
La Florida;Mesones Hidalgo;*;*;" 97°58'26.589"" W";"16°53'34.949"" N"
San Juan la Lima;Mesones Hidalgo;40;28;" 97°59'32.150"" W";"16°56'53.206"" N"
El Coyul Tuxtitlán;Mesones Hidalgo;41;48;" 97°59'21.542"" W";"16°57'56.078"" N"
Junta de Dos Arroyos (Pie de la Cuesta);Mesones Hidalgo;12;9;" 98°01'58.298"" W";"16°54'40.684"" N"
San José Pueblo Nuevo;Mesones Hidalgo;102;70;" 98°01'42.512"" W";"16°54'43.018"" N"
El Manguito;Mesones Hidalgo;*;*;" 97°58'44.092"" W";"16°56'35.166"" N"
Santa Rosa Hidalgo;Mesones Hidalgo;43;43;" 97°56'51.594"" W";"16°55'52.222"" N"
Juquilita [Barrio];Mesones Hidalgo;17;12;" 97°56'50.177"" W";"16°54'57.404"" N"
Platanaragua;Mesones Hidalgo;*;*;" 97°59'57.470"" W";"16°54'45.864"" N"
Localidades de una vivienda;Mesones Hidalgo;*;*;*;*
Localidades de dos viviendas;Mesones Hidalgo;*;*;*;*
Total del Municipio;Villa Hidalgo;985;900;*;*
Villa Hidalgo;Villa Hidalgo;912;840;" 96°10'43.804"" W";"17°11'09.197"" N"
Tras del Cerro;Villa Hidalgo;12;10;" 96°07'56.551"" W";"17°10'25.429"" N"
Pozo Conejo;Villa Hidalgo;58;48;" 96°08'53.062"" W";"17°10'31.194"" N"
Las Minas;Villa Hidalgo;*;*;" 96°10'50.354"" W";"17°13'12.051"" N"
Localidades de una vivienda;Villa Hidalgo;*;*;*;*
Total del Municipio;Heroica Ciudad de Huajuapan de León;41151;37162;*;*
Heroica Ciudad de Huajuapan de León;Heroica Ciudad de Huajuapan de León;29689;26474;" 97°46'34.449"" W";"17°48'24.614"" N"
Acatlima;Heroica Ciudad de Huajuapan de León;661;552;" 97°48'38.367"" W";"17°49'41.184"" N"
Agua Dulce;Heroica Ciudad de Huajuapan de León;373;362;" 97°47'24.174"" W";"17°50'13.811"" N"
Ahuehuetitlán de González;Heroica Ciudad de Huajuapan de León;111;94;" 97°46'41.701"" W";"17°56'16.944"" N"
El Castillo;Heroica Ciudad de Huajuapan de León;133;129;" 97°45'04.310"" W";"17°50'17.654"" N"
Dolores;Heroica Ciudad de Huajuapan de León;115;115;" 97°45'08.747"" W";"17°51'12.710"" N"
La Estancia;Heroica Ciudad de Huajuapan de León;892;832;" 97°46'23.766"" W";"17°47'27.986"" N"
Rancho Jesús;Heroica Ciudad de Huajuapan de León;153;147;" 97°49'33.057"" W";"17°48'16.333"" N"
La Junta;Heroica Ciudad de Huajuapan de León;626;585;" 97°44'45.231"" W";"17°49'41.337"" N"
Llano Grande;Heroica Ciudad de Huajuapan de León;21;20;" 97°43'54.406"" W";"17°53'59.760"" N"
Magdalena Tetaltepec;Heroica Ciudad de Huajuapan de León;127;120;" 97°49'03.668"" W";"18°00'14.226"" N"
El Molino;Heroica Ciudad de Huajuapan de León;1142;1085;" 97°45'03.536"" W";"17°46'41.788"" N"
Rancho Ramírez;Heroica Ciudad de Huajuapan de León;65;75;" 97°45'47.299"" W";"17°52'28.573"" N"
Rancho Reyes;Heroica Ciudad de Huajuapan de León;65;62;" 97°46'10.777"" W";"17°51'21.896"" N"
El Rincón;Heroica Ciudad de Huajuapan de León;18;16;" 97°47'39.631"" W";"17°52'56.652"" N"
San Miguel Papalutla;Heroica Ciudad de Huajuapan de León;55;64;" 97°54'25.966"" W";"17°45'45.513"" N"
San Nicolás Tabernillas;Heroica Ciudad de Huajuapan de León;15;24;" 97°47'24.440"" W";"17°51'35.349"" N"
San Pedro Yodoyuxi;Heroica Ciudad de Huajuapan de León;122;116;" 97°46'52.342"" W";"17°44'15.084"" N"
Santa María Ayú;Heroica Ciudad de Huajuapan de León;145;104;" 97°48'01.053"" W";"17°56'00.734"" N"
Santiago Chilixtlahuaca;Heroica Ciudad de Huajuapan de León;497;456;" 97°53'42.903"" W";"17°54'21.637"" N"
Rancho Solano;Heroica Ciudad de Huajuapan de León;202;200;" 97°48'57.370"" W";"17°48'57.999"" N"
Tabaco;Heroica Ciudad de Huajuapan de León;11;15;" 97°45'19.965"" W";"17°52'31.715"" N"
Vista Hermosa;Heroica Ciudad de Huajuapan de León;946;926;" 97°45'25.983"" W";"17°47'47.492"" N"
Yuxichi;Heroica Ciudad de Huajuapan de León;80;72;" 97°44'10.999"" W";"17°52'36.776"" N"
El Zapote (El Zapote Juquilita);Heroica Ciudad de Huajuapan de León;75;76;" 97°45'55.532"" W";"17°46'39.069"" N"
La Ciénega;Heroica Ciudad de Huajuapan de León;6;5;" 97°52'26.770"" W";"17°50'57.799"" N"
Las Campanas;Heroica Ciudad de Huajuapan de León;8;8;" 97°47'49.213"" W";"17°49'26.655"" N"
Hacienda del Carmen;Heroica Ciudad de Huajuapan de León;76;88;" 97°47'31.276"" W";"17°47'38.957"" N"
Colonia del Maestro;Heroica Ciudad de Huajuapan de León;122;107;" 97°46'12.723"" W";"17°49'23.597"" N"
FIDEPAL (Colonia Lázaro Cárdenas del Río);Heroica Ciudad de Huajuapan de León;208;149;" 97°47'31.873"" W";"17°49'33.104"" N"
Las Palmas;Heroica Ciudad de Huajuapan de León;294;258;" 97°48'23.935"" W";"17°48'16.035"" N"
El Carmen II [Fraccionamiento];Heroica Ciudad de Huajuapan de León;84;81;" 97°47'51.041"" W";"17°47'42.126"" N"
Salto del Agua;Heroica Ciudad de Huajuapan de León;80;59;" 97°48'11.227"" W";"17°47'45.444"" N"
San Diego;Heroica Ciudad de Huajuapan de León;72;61;" 97°46'28.763"" W";"17°49'37.606"" N"
San Rafael Segunda Sección;Heroica Ciudad de Huajuapan de León;8;6;" 97°47'54.590"" W";"17°48'31.016"" N"
Santa Rosa Segunda Sección;Heroica Ciudad de Huajuapan de León;256;238;" 97°46'35.327"" W";"17°49'28.199"" N"
Santa Teresa;Heroica Ciudad de Huajuapan de León;345;314;" 97°45'51.514"" W";"17°48'10.654"" N"
Colonia San Mateo;Heroica Ciudad de Huajuapan de León;212;188;" 97°45'37.599"" W";"17°48'50.957"" N"
Los Naranjos [Fraccionamiento];Heroica Ciudad de Huajuapan de León;326;301;" 97°46'32.729"" W";"17°47'07.191"" N"
Ojo de Agua;Heroica Ciudad de Huajuapan de León;25;20;" 97°46'10.406"" W";"17°44'56.707"" N"
El Tatoto (Palo de Flor);Heroica Ciudad de Huajuapan de León;79;83;" 97°48'55.096"" W";"17°48'02.236"" N"
El Girón;Heroica Ciudad de Huajuapan de León;38;36;" 97°48'49.506"" W";"17°48'28.664"" N"
Colonia Sinaí Primera Sección;Heroica Ciudad de Huajuapan de León;51;60;" 97°48'07.662"" W";"17°48'24.622"" N"
San Sebastián Progreso;Heroica Ciudad de Huajuapan de León;317;290;" 97°41'30.590"" W";"17°48'41.129"" N"
Colonia Buena Vista;Heroica Ciudad de Huajuapan de León;529;511;" 97°48'57.930"" W";"17°49'27.955"" N"
Colonia Heroes de la Independencia;Heroica Ciudad de Huajuapan de León;184;162;" 97°45'48.126"" W";"17°47'55.445"" N"
La Estancia Tercera Sección [Fraccionamiento];Heroica Ciudad de Huajuapan de León;99;100;" 97°45'57.839"" W";"17°47'40.141"" N"
Reforma Agraria;Heroica Ciudad de Huajuapan de León;112;107;" 97°48'00.436"" W";"17°49'25.904"" N"
San Francisco Yosocuta;Heroica Ciudad de Huajuapan de León;413;441;" 97°49'09.280"" W";"17°44'47.061"" N"
Saucitlán de Morelos;Heroica Ciudad de Huajuapan de León;276;268;" 97°50'05.852"" W";"17°46'56.560"" N"
Monte Albán [Colonia];Heroica Ciudad de Huajuapan de León;35;34;" 97°46'20.870"" W";"17°49'50.890"" N"
San Ángel [Fraccionamiento];Heroica Ciudad de Huajuapan de León;208;178;" 97°46'24.099"" W";"17°49'52.065"" N"
Volcanes [Colonia];Heroica Ciudad de Huajuapan de León;200;168;" 97°46'31.225"" W";"17°49'56.565"" N"
Los Pinos 2a. Sección [Colonia];Heroica Ciudad de Huajuapan de León;142;116;" 97°48'12.324"" W";"17°48'31.409"" N"
Agua Salada [Paraje];Heroica Ciudad de Huajuapan de León;7;4;" 97°48'33.715"" W";"17°48'02.926"" N"
Total del Municipio;Huautepec;3408;2977;*;*
Huautepec;Huautepec;985;874;" 96°47'50.275"" W";"18°06'07.121"" N"
El Camarón;Huautepec;421;337;" 96°48'06.603"" W";"18°03'53.478"" N"
Peña Blanca Buena Vista;Huautepec;60;41;" 96°47'09.919"" W";"18°03'28.927"" N"
Cueva de los Seres;Huautepec;261;242;" 96°47'10.981"" W";"18°04'16.211"" N"
Llano Aguacatal;Huautepec;121;107;" 96°48'19.053"" W";"18°05'09.156"" N"
Loma de Abejón;Huautepec;82;67;" 96°47'28.676"" W";"18°04'45.872"" N"
Río Tuerto (Rancho Carrera);Huautepec;32;25;" 96°48'35.246"" W";"18°04'43.344"" N"
Agua Colorada;Huautepec;70;68;" 96°46'25.302"" W";"18°05'46.120"" N"
Agua de Tinta;Huautepec;203;186;" 96°47'18.005"" W";"18°04'57.403"" N"
Agua Palo de Álamo;Huautepec;17;16;" 96°47'26.000"" W";"18°06'33.587"" N"
Agua Evangelista;Huautepec;116;107;" 96°46'01.174"" W";"18°05'10.229"" N"
Agua Come Tigre;Huautepec;81;90;" 96°48'06.112"" W";"18°06'10.670"" N"
Agua de Flor;Huautepec;30;30;" 96°48'13.773"" W";"18°05'37.671"" N"
Agua de Borrego;Huautepec;54;55;" 96°47'56.585"" W";"18°05'13.449"" N"
Loma Naranjal;Huautepec;31;31;" 96°48'05.791"" W";"18°05'49.073"" N"
El Mirador Peña Blanca;Huautepec;74;71;" 96°47'01.135"" W";"18°03'39.357"" N"
Barrio Laguna;Huautepec;47;44;" 96°48'14.492"" W";"18°04'59.193"" N"
Barrio Velasco;Huautepec;116;103;" 96°47'24.617"" W";"18°03'16.496"" N"
La Raya;Huautepec;*;*;" 96°48'15.107"" W";"18°06'20.524"" N"
Los Pinos;Huautepec;230;170;" 96°47'29.527"" W";"18°05'53.674"" N"
Agua Esperanza;Huautepec;166;148;" 96°47'53.317"" W";"18°04'14.018"" N"
Barrio Agua Sauco;Huautepec;12;7;" 96°47'46.535"" W";"18°05'44.347"" N"
Llano Platanal;Huautepec;92;79;" 96°48'04.826"" W";"18°03'03.468"" N"
Agua Mora;Huautepec;32;16;" 96°47'36.775"" W";"18°05'11.377"" N"
Agua Pajarito;Huautepec;71;60;" 96°47'15.321"" W";"18°05'20.645"" N"
Localidades de dos viviendas;Huautepec;*;*;*;*
Total del Municipio;Huautla de Jiménez;17082;14628;*;*
Huautla de Jiménez;Huautla de Jiménez;6714;5768;" 96°50'46.182"" W";"18°07'49.358"" N"
Agua Catitla;Huautla de Jiménez;62;58;" 96°50'14.560"" W";"18°10'39.587"" N"
Agua de Cerro;Huautla de Jiménez;172;158;" 96°47'38.763"" W";"18°09'57.826"" N"
Agua de la Rosa;Huautla de Jiménez;283;231;" 96°45'20.584"" W";"18°09'48.431"" N"
Barranca Seca;Huautla de Jiménez;248;247;" 96°45'24.150"" W";"18°13'34.431"" N"
El Carrizal;Huautla de Jiménez;294;268;" 96°51'28.594"" W";"18°06'13.028"" N"
Loma Chapultepec;Huautla de Jiménez;614;527;" 96°50'25.572"" W";"18°07'14.593"" N"
Loma Chilar;Huautla de Jiménez;326;264;" 96°49'35.677"" W";"18°08'28.523"" N"
Loma Nopal;Huautla de Jiménez;79;77;" 96°51'43.815"" W";"18°07'14.936"" N"
Plan Carlota;Huautla de Jiménez;28;16;" 96°46'38.000"" W";"18°08'03.541"" N"
Río Santiago;Huautla de Jiménez;549;437;" 96°45'43.116"" W";"18°07'21.697"" N"
San Agustín Zaragoza;Huautla de Jiménez;123;95;" 96°48'00.364"" W";"18°07'04.173"" N"
San Andrés Hidalgo;Huautla de Jiménez;1046;839;" 96°48'20.618"" W";"18°08'14.349"" N"
San Felipe;Huautla de Jiménez;154;150;" 96°46'23.888"" W";"18°09'40.459"" N"
Santa Cruz de Juárez;Huautla de Jiménez;497;414;" 96°50'05.796"" W";"18°08'55.541"" N"
Xochitonalco;Huautla de Jiménez;698;606;" 96°50'55.922"" W";"18°05'39.045"" N"
Cerro Zongolica;Huautla de Jiménez;40;40;" 96°49'34.923"" W";"18°11'23.798"" N"
Agua de Lluvia;Huautla de Jiménez;109;102;" 96°50'21.945"" W";"18°06'13.055"" N"
5 de Mayo;Huautla de Jiménez;69;63;" 96°47'54.155"" W";"18°11'40.092"" N"
Loma Maguey;Huautla de Jiménez;101;87;" 96°50'00.502"" W";"18°08'23.550"" N"
Llano de Águila;Huautla de Jiménez;78;48;" 96°49'22.935"" W";"18°08'54.083"" N"
Palo de Marca;Huautla de Jiménez;214;184;" 96°51'44.386"" W";"18°05'52.771"" N"
Plan de Arena;Huautla de Jiménez;33;30;" 96°47'36.608"" W";"18°09'22.395"" N"
Poza Rica San Andrés;Huautla de Jiménez;38;23;" 96°48'10.961"" W";"18°09'37.890"" N"
La Providencia;Huautla de Jiménez;123;116;" 96°46'43.521"" W";"18°06'56.628"" N"
Llano de Lodo;Huautla de Jiménez;103;79;" 96°51'06.352"" W";"18°07'04.321"" N"
Cruz de Fierro;Huautla de Jiménez;19;20;" 96°50'42.983"" W";"18°06'01.991"" N"
Villa Alta;Huautla de Jiménez;29;29;" 96°49'08.266"" W";"18°07'56.174"" N"
Peña Campana;Huautla de Jiménez;95;80;" 96°51'33.473"" W";"18°05'17.799"" N"
Peña del Sol;Huautla de Jiménez;6;6;" 96°48'23.091"" W";"18°07'49.137"" N"
Agua Temazcal;Huautla de Jiménez;48;56;" 96°51'12.859"" W";"18°06'21.422"" N"
Agua Canoa;Huautla de Jiménez;93;93;" 96°50'46.942"" W";"18°06'42.541"" N"
La Finca;Huautla de Jiménez;89;79;" 96°45'03.666"" W";"18°10'14.936"" N"
Agua de Pozol (San Ramón);Huautla de Jiménez;115;88;" 96°46'22.372"" W";"18°12'35.555"" N"
Piedra Alta;Huautla de Jiménez;17;24;" 96°47'35.869"" W";"18°09'35.037"" N"
Los Pinos;Huautla de Jiménez;98;80;" 96°47'05.367"" W";"18°08'43.018"" N"
Agua de Cuerno;Huautla de Jiménez;53;42;" 96°47'07.614"" W";"18°08'20.101"" N"
Agua Álamo;Huautla de Jiménez;23;23;" 96°46'01.415"" W";"18°08'18.184"" N"
Agua Escalera;Huautla de Jiménez;23;18;" 96°50'51.222"" W";"18°06'14.697"" N"
Encinal Huautla;Huautla de Jiménez;184;138;" 96°48'37.831"" W";"18°07'24.757"" N"
Agua Flor Fría;Huautla de Jiménez;48;40;" 96°46'43.039"" W";"18°10'27.330"" N"
Plan de Ocote;Huautla de Jiménez;46;41;" 96°49'51.464"" W";"18°10'42.624"" N"
Llano Viejo;Huautla de Jiménez;63;55;" 96°49'00.251"" W";"18°08'21.000"" N"
Plan de Escoba;Huautla de Jiménez;65;66;" 96°48'51.039"" W";"18°10'13.303"" N"
Patio Iglesia;Huautla de Jiménez;150;132;" 96°50'21.918"" W";"18°08'30.697"" N"
Netzahualcóyotl;Huautla de Jiménez;152;127;" 96°45'46.546"" W";"18°12'19.523"" N"
Agua de Yerba Santa;Huautla de Jiménez;52;47;" 96°46'04.386"" W";"18°08'58.688"" N"
Cerro Iglesia;Huautla de Jiménez;128;118;" 96°45'11.512"" W";"18°09'02.853"" N"
Agua de Tinta;Huautla de Jiménez;72;48;" 96°45'21.483"" W";"18°07'41.019"" N"
Piedra Colorada;Huautla de Jiménez;33;26;" 96°47'10.527"" W";"18°09'54.789"" N"
Agua de Carrizo;Huautla de Jiménez;41;34;" 96°46'53.045"" W";"18°10'09.899"" N"
Hilatepec;Huautla de Jiménez;22;18;" 96°45'49.103"" W";"18°09'39.353"" N"
Agua Neblina;Huautla de Jiménez;34;33;" 96°46'07.000"" W";"18°07'34.018"" N"
Agua de Cueva;Huautla de Jiménez;3;6;" 96°45'20.668"" W";"18°08'03.017"" N"
Agua de Pluma;Huautla de Jiménez;49;53;" 96°45'17.212"" W";"18°07'31.477"" N"
Agua Iglesia;Huautla de Jiménez;*;*;" 96°44'58.063"" W";"18°08'37.912"" N"
Agua Sangre;Huautla de Jiménez;87;63;" 96°49'08.873"" W";"18°09'00.385"" N"
Agua Caracol;Huautla de Jiménez;37;32;" 96°49'18.266"" W";"18°08'32.321"" N"
Rancho de Cura;Huautla de Jiménez;69;49;" 96°50'37.730"" W";"18°08'45.541"" N"
